"Case_study";"Scenario";"ID_scenario";"Fleet_segment";"Stock";"Year";"Variable";"Value";"Unit";"Comments"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"1999";"SSB_exploited_pop";"7984.46968577935";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"1999";"Total_biomass_exploited_pop";"10562.7508016427";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"1999";"SSB_SSBref";"11.9880712531761";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"1999";"SSB_unexploited_pop";"26771.1751334888";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"1999";"Mean_length_of_exploited_pop";"104.646640696619";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"1999";"Z";"1.258675947908";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"1999";"Mean_length_SS_of_exploited_pop";"132.716935488051";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"1999";"SPR";"0.298462623070863";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"1999";"Critical_length_expl_pop";"117.354";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2000";"SSB_exploited_pop";"7240.86930529432";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2000";"Total_biomass_exploited_pop";"9054.85116829219";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2000";"SSB_SSBref";"10.8716120898305";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2000";"SSB_unexploited_pop";"25925.4029261633";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2000";"Mean_length_of_exploited_pop";"106.248276553491";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2000";"Z";"1.258675947908";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2000";"Mean_length_SS_of_exploited_pop";"135.518930020908";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2000";"SPR";"0.279470835083569";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2000";"Critical_length_expl_pop";"128.891";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2001";"SSB_exploited_pop";"5876.13713030204";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2001";"Total_biomass_exploited_pop";"7689.84051933779";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2001";"SSB_SSBref";"8.82257098889824";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2001";"SSB_unexploited_pop";"23367.3074408386";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2001";"Mean_length_of_exploited_pop";"103.501068184131";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2001";"Z";"1.258675947908";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2001";"Mean_length_SS_of_exploited_pop";"135.75895291834";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2001";"SPR";"0.252258348208792";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2001";"Critical_length_expl_pop";"117.354";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2002";"SSB_exploited_pop";"5168.69664487355";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2002";"Total_biomass_exploited_pop";"6660.67983921197";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2002";"SSB_SSBref";"7.76040314551562";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2002";"SSB_unexploited_pop";"20480.9831777746";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2002";"Mean_length_of_exploited_pop";"107.83039471886";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2002";"Z";"1.34121571781655";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2002";"Mean_length_SS_of_exploited_pop";"133.770496017269";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2002";"SPR";"0.253676349304661";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2002";"Critical_length_expl_pop";"117.354";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2003";"SSB_exploited_pop";"3131.95333302176";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2003";"Total_biomass_exploited_pop";"3754.15215763813";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2003";"SSB_SSBref";"4.70238866142333";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2003";"SSB_unexploited_pop";"16920.4215369382";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2003";"Mean_length_of_exploited_pop";"111.155284140609";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2003";"Z";"2.06100991859284";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2003";"Mean_length_SS_of_exploited_pop";"134.918064588309";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2003";"SPR";"0.18159281443422";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2003";"Critical_length_expl_pop";"126.097";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2004";"SSB_exploited_pop";"1325.39189961596";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2004";"Total_biomass_exploited_pop";"1758.32298265222";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2004";"SSB_SSBref";"1.98997468288686";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2004";"SSB_unexploited_pop";"13092.7126356043";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2004";"Mean_length_of_exploited_pop";"101.208008865229";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2004";"Z";"1.66924966267155";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2004";"Mean_length_SS_of_exploited_pop";"134.67649094566";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2004";"SPR";"0.10091408488203";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2004";"Critical_length_expl_pop";"123.244";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2005";"SSB_exploited_pop";"987.026086537688";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2005";"Total_biomass_exploited_pop";"1502.36848034739";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2005";"SSB_SSBref";"1.48194426427988";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2005";"SSB_unexploited_pop";"9548.53615901285";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2005";"Mean_length_of_exploited_pop";"98.7516295609153";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2005";"Z";"1.65143537878125";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2005";"Mean_length_SS_of_exploited_pop";"129.030384742676";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2005";"SPR";"0.107179936443425";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2005";"Critical_length_expl_pop";"101.496";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2006";"SSB_exploited_pop";"833.318363849004";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2006";"Total_biomass_exploited_pop";"1161.32091634639";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2006";"SSB_SSBref";"1.25116386128866";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2006";"SSB_unexploited_pop";"6213.50952037453";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2006";"Mean_length_of_exploited_pop";"101.471104445458";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2006";"Z";"2.02029336351284";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2006";"Mean_length_SS_of_exploited_pop";"128.46204822156";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2006";"SPR";"0.138770482046423";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2006";"Critical_length_expl_pop";"117.354";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2007";"SSB_exploited_pop";"612.568644958663";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2007";"Total_biomass_exploited_pop";"846.992114913295";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2007";"SSB_SSBref";"0.91972502272819";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2007";"SSB_unexploited_pop";"4243.95801171274";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2007";"Mean_length_of_exploited_pop";"101.33008444414";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2007";"Z";"1.50068160583817";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2007";"Mean_length_SS_of_exploited_pop";"129.911043832119";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2007";"SPR";"0.146694507614381";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2007";"Critical_length_expl_pop";"117.354";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2008";"SSB_exploited_pop";"517.377721879182";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2008";"Total_biomass_exploited_pop";"744.962127009175";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2008";"SSB_SSBref";"0.776803123911934";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2008";"SSB_unexploited_pop";"3538.90782412099";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2008";"Mean_length_of_exploited_pop";"98.0672218850171";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2008";"Z";"1.58536185880478";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2008";"Mean_length_SS_of_exploited_pop";"130.998772355027";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2008";"SPR";"0.146631903486909";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2008";"Critical_length_expl_pop";"117.354";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2009";"SSB_exploited_pop";"518.291042846275";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2009";"Total_biomass_exploited_pop";"806.526998392198";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2009";"SSB_SSBref";"0.77817440557013";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2009";"SSB_unexploited_pop";"2837.49293445895";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2009";"Mean_length_of_exploited_pop";"96.2304705968874";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2009";"Z";"1.42734877396576";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2009";"Mean_length_SS_of_exploited_pop";"128.687144969058";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2009";"SPR";"0.188569401629958";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2009";"Critical_length_expl_pop";"104.803";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2010";"SSB_exploited_pop";"623.61904312181";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2010";"Total_biomass_exploited_pop";"910.685683172571";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2010";"SSB_SSBref";"0.936316351366047";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2010";"SSB_unexploited_pop";"2418.27747080916";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2010";"Mean_length_of_exploited_pop";"99.1570439543094";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2010";"Z";"1.42310034675972";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2010";"Mean_length_SS_of_exploited_pop";"128.696336001814";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2010";"SPR";"0.259499624414977";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2010";"Critical_length_expl_pop";"111.211";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2011";"SSB_exploited_pop";"621.467288801885";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2011";"Total_biomass_exploited_pop";"864.000858774624";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2011";"SSB_SSBref";"0.933085656639692";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2011";"SSB_unexploited_pop";"2410.68980171144";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2011";"Mean_length_of_exploited_pop";"100.917327441215";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2011";"Z";"1.52775144208087";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2011";"Mean_length_SS_of_exploited_pop";"130.27508930117";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2011";"SPR";"0.257791729631407";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2011";"Critical_length_expl_pop";"117.354";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2012";"SSB_exploited_pop";"545.990448052915";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2012";"Total_biomass_exploited_pop";"755.471506671349";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2012";"SSB_SSBref";"0.819762946369429";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2012";"SSB_unexploited_pop";"2474.99498088254";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2012";"Mean_length_of_exploited_pop";"101.215085384405";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2012";"Z";"1.49505219368795";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2012";"Mean_length_SS_of_exploited_pop";"130.927412864717";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2012";"SPR";"0.220541593905718";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2012";"Critical_length_expl_pop";"117.354";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2013";"SSB_exploited_pop";"561.742070533478";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2013";"Total_biomass_exploited_pop";"738.265933154122";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2013";"SSB_SSBref";"0.84341280416605";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2013";"SSB_unexploited_pop";"2361.75230296481";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2013";"Mean_length_of_exploited_pop";"104.059546947741";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2013";"Z";"1.05416431247171";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2013";"Mean_length_SS_of_exploited_pop";"132.828194448176";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2013";"SPR";"0.239544019564483";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2013";"Critical_length_expl_pop";"123.244";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2014";"SSB_exploited_pop";"588.18077543223";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2014";"Total_biomass_exploited_pop";"757.547354896264";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2014";"SSB_SSBref";"0.883108499765275";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2014";"SSB_unexploited_pop";"2061.21948239447";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2014";"Mean_length_of_exploited_pop";"103.412638553957";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2014";"Z";"1.10025503655797";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2014";"Mean_length_SS_of_exploited_pop";"136.33040348555";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2014";"SPR";"0.287650130389537";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2014";"Critical_length_expl_pop";"126.097";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2015";"SSB_exploited_pop";"623.590467207508";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2015";"Total_biomass_exploited_pop";"828.227359585485";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2015";"SSB_SSBref";"0.936273446813803";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2015";"SSB_unexploited_pop";"1805.3364636406";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2015";"Mean_length_of_exploited_pop";"103.308790846184";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2015";"Z";"0.9622943593757";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2015";"Mean_length_SS_of_exploited_pop";"135.426177094439";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2015";"SPR";"0.347638853978451";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2015";"Critical_length_expl_pop";"111.211";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2016";"SSB_exploited_pop";"704.797684492827";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2016";"Total_biomass_exploited_pop";"897.232974420965";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2016";"SSB_SSBref";"1.05819987967664";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2016";"SSB_unexploited_pop";"1715.06320573715";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2016";"Mean_length_of_exploited_pop";"104.583499174474";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2016";"Z";"1.00401923034671";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2016";"Mean_length_SS_of_exploited_pop";"136.348080655579";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2016";"SPR";"0.41198612061091";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2016";"Critical_length_expl_pop";"128.891";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2017";"SSB_exploited_pop";"785.698590076754";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2017";"Total_biomass_exploited_pop";"1014.73593868022";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2017";"SSB_SSBref";"1.17966640892077";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2017";"SSB_unexploited_pop";"1710.00595181245";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2017";"Mean_length_of_exploited_pop";"103.885405174647";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2017";"Z";"0.803983490868732";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2017";"Mean_length_SS_of_exploited_pop";"137.28193494422";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2017";"SPR";"0.459468793226083";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2017";"Critical_length_expl_pop";"120.33";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2018";"SSB_exploited_pop";"842.767582099225";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2018";"Total_biomass_exploited_pop";"1080.29542624492";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2018";"SSB_SSBref";"1.26535114061069";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2018";"SSB_unexploited_pop";"1859.23669274095";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2018";"Mean_length_of_exploited_pop";"105.592318508733";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2018";"Z";"1.17929111124207";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2018";"Mean_length_SS_of_exploited_pop";"136.41447709155";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2018";"SPR";"0.45344633222058";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2018";"Critical_length_expl_pop";"117.354";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2019";"SSB_exploited_pop";"697.082426668947";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2019";"Total_biomass_exploited_pop";"887.559985679726";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2019";"SSB_SSBref";"1.04661600946745";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2019";"SSB_unexploited_pop";"1975.86506039768";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2019";"Mean_length_of_exploited_pop";"105.596984952341";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2019";"Z";"1.37759886166694";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2019";"Mean_length_SS_of_exploited_pop";"135.416709265178";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2019";"SPR";"0.3525358981624";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2019";"Critical_length_expl_pop";"123.244";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2020";"SSB_exploited_pop";"637.222137977173";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2020";"Total_biomass_exploited_pop";"803.410417920851";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2020";"SSB_SSBref";"0.956740359071938";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2020";"SSB_unexploited_pop";"1983.04471378671";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2020";"Mean_length_of_exploited_pop";"106.145228729379";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2020";"Z";"0.882960852598229";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2020";"Mean_length_SS_of_exploited_pop";"136.258231642788";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2020";"SPR";"0.321699948777837";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2020";"Critical_length_expl_pop";"126.097";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2021";"SSB_exploited_pop";"720.769711546593";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2021";"Total_biomass_exploited_pop";"886.778170890459";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2021";"SSB_SSBref";"1.08218065810194";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2021";"SSB_unexploited_pop";"1884.78511972996";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2021";"Mean_length_of_exploited_pop";"107.319830841968";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2021";"Z";"0.826686419272447";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2021";"Mean_length_SS_of_exploited_pop";"139.311737195224";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2021";"SPR";"0.384112690965066";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2021";"Critical_length_expl_pop";"131.626";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2022";"SSB_exploited_pop";"727.786737771571";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2022";"Total_biomass_exploited_pop";"907.895281407423";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2022";"SSB_SSBref";"1.09271618690735";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2022";"SSB_unexploited_pop";"1696.79466907706";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2022";"Mean_length_of_exploited_pop";"107.020038255855";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2022";"Z";"1.02908227889559";"year^-1";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2022";"Mean_length_SS_of_exploited_pop";"139.314937869284";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2022";"SPR";"0.43069314194472";"";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"2022";"Critical_length_expl_pop";"117.354";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"ALL";"Bpa";"1034.75544375836";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"ALL";"Blim";"517.377721879182";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"M.bar19";"ALL";"Btrigger";"776.066582818773";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"P.lon171819";"ALL";"Bref";"570.667343511171";"";"BF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"P.lon171819";"ALL";"SSBref";"544.287008509949";"";"SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"P.lon171819";"1998";"SSB_exploited_pop";"2142.31128846273";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"P.lon171819";"1998";"Total_biomass_exploited_pop";"2632.37200208283";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"P.lon171819";"1998";"SSB_SSBref";"3.9359956327592";"";"SSB_SSBF0.1"
"SW_Task35";"Diagnosis";"";"ALL";"P.lon171819";"1998";"SSB_unexploited_pop";"6098.07963011678";"tons";""
"SW_Task35";"Diagnosis";"";"ALL";"P.lon171819";"1998";"Mean_length_of_exploited_pop";"18.5392749611332";"mm";""
"SW_Task35";"Diagnosis";"";"ALL";"P.lon171819";"1998";"Z";"2.0216906798349";"year^-1";""
